8629	7138	34974	4	26.red-88-8-59.dynamicip.rima-tde.net
3737	3282	42946	13	190.red-83-52-77.dynamicip.rima-tde.net
2659	2634	28720	19	gwauna.smsarena.net
1717	1641	26945	8	4.red-83-52-76.dynamicip.rima-tde.net
1205	713	4933	2	200.red-83-35-235.dynamicip.rima-tde.net
1007	877	7770	11	14.red-80-36-40.staticip.rima-tde.net
878	878	5712	1	190.40.160.154
481	377	3914	1	190-39-0-51.dyn.dsl.cantv.net
426	382	4817	1	dsl-189-179-179-19.prod-infinitum.com.mx
354	320	3803	1	client-201.240.22.137.speedy.net.pe
284	252	23135	1	r190-64-90-249.dialup.adsl.anteldata.net.uy
253	233	1994	1	190.54.132.225
249	249	18987	1	pc-158-108-214-201.cm.vtr.net
216	199	3662	1	dsl-189-167-5-64.prod-infinitum.com.mx
214	192	1989	1	200.60.223.37
205	197	17839	1	red-corp-201.170.21.244.telnor.net
198	197	1182	1	dup-148-221-17-189.prodigy.net.mx
190	190	2211	0	138.red-88-14-238.dynamicip.rima-tde.net
180	180	6770	1	200.63.220.102
178	178	6835	1	173-232-246-201.adsl.terra.cl
177	177	3420	1	adls-201-251-19-2dynamic.mcolivia.com.ar
171	171	1482	1	190-48-228-10.speedy.com.ar
169	169	2037	1	200.21.255.178
163	163	3268	1	167.127.60.190.host.ifxnetworks.com
160	160	5233	1	163-193-20-190.adsl.terra.cl
160	148	2553	1	client-201.240.28.206.speedy.net.pe
155	155	1843	1	dsl-189-144-163-12.prod-infinitum.com.mx
153	153	2076	1	141-29-112.adsl.terra.cl
153	153	1418	1	customer-201-141-90-222.cablevision.net.mx
153	153	1783	1	red-corp-201.170.67.158.telnor.net
149	149	1961	1	166.210.225.4
148	148	8040	1	190-38-62-250.dyn.dsl.cantv.net
145	145	2067	1	dsl-189-155-143-172.prod-infinitum.com.mx
144	138	1355	1	host-200-75-156-158.net-uno.net
143	143	900	1	18-159-21-190.adsl.terra.cl
142	142	1891	1	dsl-189-175-46-88.prod-infinitum.com.mx
141	140	1357	1	190-37-1-130.dyn.dsl.cantv.net
140	140	1734	1	host32.200-82-72.telecom.net.ar
139	139	1838	1	dynamic-ip-190843174.cable.net.co
137	137	1279	1	201-210-89-223.genericrev.cantv.net
136	136	1207	1	client-190.40.85.161.speedy.net.pe
135	135	1276	1	190-38-32-81.dyn.dsl.cantv.net
133	133	3964	1	166.114.204.241
133	133	1282	1	201-211-88-131.genericrev.cantv.net
133	133	1272	1	ip-nat2-c140.telefonica-ca.net
132	132	740	1	190-48-235-87.speedy.com.ar
132	132	1807	2	201-255-81-183.mrse.com.ar
130	130	1448	1	148.240.40.62
129	129	955	1	226-175-20-190.adsl.terra.cl
129	129	648	1	client-200.121.132.246.speedy.net.pe
128	128	723	1	201.139.152.208.cable.dyn.cableonline.com.mx
127	127	3619	1	190.86.71.25
127	127	1416	1	201-208-117-32.genericrev.cantv.net
127	127	1049	1	corp.200.105.239.14.gye.punto.net.ec
127	127	1091	1	host48.200-117-28.telecom.net.ar
126	126	1006	1	200.122.228.129
124	124	2620	1	red-corp-201.143.181.182.telnor.net
123	123	985	1	190-37-34-35.dyn.dsl.cantv.net
123	123	588	1	dsl-201-155-170-189.prod-empresarial.com.mx
122	122	979	1	200.84.205-17.dyn.dsl.cantv.net
122	122	2120	1	62.57.240.120.dyn.user.ono.com
122	122	1474	1	corporativos24452-212.etb.net.co
121	121	658	1	200.93.174.78
121	121	1589	1	201.228.46.74
120	120	625	1	143-150-223-201.adsl.terra.cl
120	120	633	1	200.109.221-238.dyn.dsl.cantv.net
120	120	745	1	200.60.211.246
119	119	621	1	200-71-164-2.genericrev.telcel.net.ve
119	119	971	1	34-111-7-200.static-acir.genesisbci.net
119	119	624	1	client-190.40.87.98.speedy.net.pe
119	119	979	1	client-200.121.217.106.speedy.net.pe
119	119	629	1	dsl-189-165-28-219.prod-infinitum.com.mx
119	119	1379	1	pc-204-208-120-200.cm.vtr.net
118	118	979	1	190-49-249-51.speedy.com.ar
117	117	2009	1	201.228.1.102
117	117	1708	1	customer-cln-34-248.megared.net.mx
117	117	616	1	dup-200-65-190-115.prodigy.net.mx
116	116	1243	1	62.57.29.63.dyn.user.ono.com
116	116	571	1	82.158.21.65.dyn.user.ono.com
114	114	887	1	166.114.205.70
114	114	951	1	190-172-159-125.speedy.com.ar
113	113	1342	1	190-36-132-130.dyn.dsl.cantv.net
113	112	2095	1	gestion-business.rain.fr
111	111	524	1	190.73-84-86.dyn.dsl.cantv.net
111	111	525	1	200.82.240.45
111	111	553	1	client-200.121.83.253.speedy.net.pe
111	111	524	1	dsl-189-158-109-190.prod-infinitum.com.mx
110	110	523	1	190.40.174.186
110	110	538	1	190.54.136.128
110	110	524	1	190.66.238.19
